id,applicant_id,program_id,date,priority,consent
165,1777,2,2026-08-01,1,1
166,1777,4,2026-08-01,2,1
167,1779,2,2026-08-01,1,0
168,3319,2,2026-08-01,1,1
169,3319,4,2026-08-01,2,1
170,1275,2,2026-08-01,1,0
171,253,2,2026-08-01,1,1
172,2813,2,2026-08-01,1,1
173,3327,2,2026-08-01,1,1
174,266,2,2026-08-01,1,0
175,2826,2,2026-08-01,1,0
176,271,2,2026-08-01,1,1
177,275,2,2026-08-01,1,1
178,789,2,2026-08-01,1,1
179,3360,2,2026-08-01,1,0
180,801,2,2026-08-01,1,1
181,1335,2,2026-08-01,1,0
182,2875,2,2026-08-01,1,1
183,2875,4,2026-08-01,2,1
184,324,2,2026-08-01,1,0
185,1872,2,2026-08-01,1,1
186,336,2,2026-08-01,1,1
187,2384,2,2026-08-01,1,0
188,849,2,2026-08-01,1,0
189,2392,2,2026-08-01,1,1
190,2399,2,2026-08-01,1,1
191,2399,4,2026-08-01,2,1
192,3425,2,2026-08-01,1,0
193,2433,2,2026-08-01,1,1
194,391,2,2026-08-01,1,0
195,2962,2,2026-08-01,1,1
196,2964,2,2026-08-01,1,1
197,403,2,2026-08-01,1,1
198,1956,2,2026-08-01,1,1
199,3493,2,2026-08-01,1,1
200,1965,2,2026-08-01,1,1
201,3001,3,2026-08-01,1,1
202,3001,4,2026-08-01,2,1
203,3001,2,2026-08-01,3,1
204,957,2,2026-08-01,1,0
205,1986,2,2026-08-01,1,0
206,1996,2,2026-08-01,1,0
207,3030,2,2026-08-01,1,1
208,1509,2,2026-08-01,1,1
209,3045,2,2026-08-01,1,0
210,2537,2,2026-08-01,1,1
211,1008,2,2026-08-01,1,0
212,2828,3,2026-08-01,1,0
213,3352,3,2026-08-01,1,0
214,1829,3,2026-08-01,1,0
215,3366,3,2026-08-01,1,1
216,3366,4,2026-08-01,2,1
217,554,4,2026-08-01,1,1
218,554,3,2026-08-01,2,1
219,2989,3,2026-08-01,1,1
220,2989,4,2026-08-01,2,1
221,1200,3,2026-08-01,1,0
222,3123,3,2026-08-01,1,1
223,2612,3,2026-08-01,1,0
224,1724,3,2026-08-01,1,1
225,445,3,2026-08-01,1,0
226,2111,3,2026-08-01,1,1
227,842,3,2026-08-01,1,0
228,602,3,2026-08-01,1,0
229,602,4,2026-08-01,2,0
230,219,3,2026-08-01,1,0
231,1115,3,2026-08-01,1,0
232,2268,3,2026-08-01,1,1
233,613,4,2026-08-01,1,1
234,613,3,2026-08-01,2,1
235,2293,3,2026-08-01,1,0
236,2037,3,2026-08-01,1,0
237,635,4,2026-08-01,1,0
238,635,3,2026-08-01,2,0
239,2812,3,2026-08-01,1,1
240,1536,4,2026-08-01,1,0
241,1666,4,2026-08-01,1,0
242,3205,4,2026-08-01,1,0
243,1416,4,2026-08-01,1,1
244,778,4,2026-08-01,1,0
245,1676,4,2026-08-01,1,0
246,656,4,2026-08-01,1,1
247,1810,4,2026-08-01,1,1
248,2070,4,2026-08-01,1,1
249,2199,4,2026-08-01,1,0
250,2456,4,2026-08-01,1,1
251,2968,4,2026-08-01,1,0
252,2205,4,2026-08-01,1,1
253,2078,4,2026-08-01,1,1
254,1954,4,2026-08-01,1,1
255,1827,4,2026-08-01,1,1
256,1704,4,2026-08-01,1,1
257,2092,4,2026-08-01,1,1
258,430,4,2026-08-01,1,1
259,173,4,2026-08-01,1,1
260,2737,4,2026-08-01,1,0
261,179,4,2026-08-01,1,1
262,3380,4,2026-08-01,1,1
263,2744,4,2026-08-01,1,0
264,65,4,2026-08-01,1,0
265,3012,4,2026-08-01,1,1
266,2762,4,2026-08-01,1,0
267,1228,4,2026-08-01,1,0
268,1487,4,2026-08-01,1,0
269,2768,4,2026-08-01,1,1
270,856,4,2026-08-01,1,1
271,1633,4,2026-08-01,1,0
272,2914,4,2026-08-01,1,0
273,2791,4,2026-08-01,1,1
274,1641,4,2026-08-01,1,0
275,746,4,2026-08-01,1,1
276,3179,4,2026-08-01,1,1
277,105,4,2026-08-01,1,0
278,878,4,2026-08-01,1,1
279,2294,4,2026-08-01,1,1
280,3450,4,2026-08-01,1,1
281,2053,4,2026-08-02,1,1
282,2053,2,2026-08-02,2,1
283,2053,1,2026-08-02,3,1
284,2055,1,2026-08-02,1,1
285,2058,3,2026-08-02,1,0
286,2058,1,2026-08-02,2,0
287,2058,4,2026-08-02,3,0
288,11,1,2026-08-02,1,0
289,14,4,2026-08-02,1,0
290,14,1,2026-08-02,2,0
291,24,1,2026-08-02,1,0
292,37,3,2026-08-02,1,0
293,37,1,2026-08-02,2,0
294,37,2,2026-08-02,3,0
295,37,4,2026-08-02,4,0
296,39,4,2026-08-02,1,0
297,39,3,2026-08-02,2,0
298,39,1,2026-08-02,3,0
299,39,2,2026-08-02,4,0
300,2088,4,2026-08-02,1,1
301,2088,1,2026-08-02,2,1
302,2088,3,2026-08-02,3,1
303,2089,1,2026-08-02,1,1
304,2087,1,2026-08-02,1,0
305,47,3,2026-08-02,1,0
306,47,4,2026-08-02,2,0
307,47,1,2026-08-02,3,0
308,2099,2,2026-08-02,1,1
309,2099,1,2026-08-02,2,1
310,2099,4,2026-08-02,3,1
311,2099,3,2026-08-02,4,1
312,2107,1,2026-08-02,1,1
313,2107,2,2026-08-02,2,1
314,60,3,2026-08-02,1,0
315,60,4,2026-08-02,2,0
316,60,1,2026-08-02,3,0
317,62,1,2026-08-02,1,1
318,62,3,2026-08-02,2,1
319,2129,2,2026-08-02,1,0
320,2129,1,2026-08-02,2,0
321,2134,4,2026-08-02,1,0
322,2134,1,2026-08-02,2,0
323,2134,2,2026-08-02,3,0
324,2136,1,2026-08-02,1,0
325,2144,1,2026-08-02,1,1
326,2153,4,2026-08-02,1,0
327,2153,3,2026-08-02,2,0
328,2153,1,2026-08-02,3,0
329,2154,3,2026-08-02,1,1
330,2154,1,2026-08-02,2,1
331,2154,2,2026-08-02,3,1
332,2158,2,2026-08-02,1,1
333,2158,3,2026-08-02,2,1
334,2158,1,2026-08-02,3,1
335,2159,1,2026-08-02,1,1
336,2166,2,2026-08-02,1,0
337,2166,3,2026-08-02,2,0
338,2166,1,2026-08-02,3,0
339,2167,1,2026-08-02,1,1
340,120,1,2026-08-02,1,1
341,124,1,2026-08-02,1,1
342,141,1,2026-08-02,1,0
343,143,3,2026-08-02,1,0
344,143,1,2026-08-02,2,0
345,2195,1,2026-08-02,1,0
346,2195,2,2026-08-02,2,0
347,2196,2,2026-08-02,1,0
348,2196,3,2026-08-02,2,0
349,2196,1,2026-08-02,3,0
350,2196,4,2026-08-02,4,0
351,150,1,2026-08-02,1,1
352,2199,2,2026-08-02,1,1
353,2199,3,2026-08-02,2,1
354,2199,1,2026-08-02,3,1
355,155,1,2026-08-02,1,1
356,155,3,2026-08-02,2,1
357,155,4,2026-08-02,3,1
358,155,2,2026-08-02,4,1
359,2213,1,2026-08-02,1,1
360,2213,2,2026-08-02,2,1
361,2213,3,2026-08-02,3,1
362,2219,1,2026-08-02,1,1
363,2220,2,2026-08-02,1,0
364,2220,4,2026-08-02,2,0
365,2220,1,2026-08-02,3,0
366,2232,2,2026-08-02,1,0
367,2232,4,2026-08-02,2,0
368,2232,1,2026-08-02,3,0
369,2232,3,2026-08-02,4,0
370,199,1,2026-08-02,1,0
371,2248,4,2026-08-02,1,1
372,2248,1,2026-08-02,2,1
373,2248,3,2026-08-02,3,1
374,201,3,2026-08-02,1,1
375,201,4,2026-08-02,2,1
376,201,2,2026-08-02,3,1
377,201,1,2026-08-02,4,1
378,204,1,2026-08-02,1,0
379,2258,1,2026-08-02,1,1
380,2258,2,2026-08-02,2,1
381,2258,4,2026-08-02,3,1
382,212,1,2026-08-02,1,0
383,2266,2,2026-08-02,1,1
384,2266,3,2026-08-02,2,1
385,2266,1,2026-08-02,3,1
386,227,4,2026-08-02,1,0
387,227,3,2026-08-02,2,0
388,227,2,2026-08-02,3,0
389,227,1,2026-08-02,4,0
390,230,3,2026-08-02,1,0
391,230,1,2026-08-02,2,0
392,230,2,2026-08-02,3,0
393,239,3,2026-08-02,1,1
394,239,1,2026-08-02,2,1
395,239,4,2026-08-02,3,1
396,239,2,2026-08-02,4,1
397,2288,1,2026-08-02,1,0
398,2288,3,2026-08-02,2,0
399,2288,2,2026-08-02,3,0
400,2291,2,2026-08-02,1,0
401,2291,1,2026-08-02,2,0
402,2291,3,2026-08-02,3,0
403,2315,1,2026-08-02,1,1
404,2318,3,2026-08-02,1,0
405,2318,4,2026-08-02,2,0
406,2318,1,2026-08-02,3,0
407,2326,2,2026-08-02,1,0
408,2326,1,2026-08-02,2,0
409,280,1,2026-08-02,1,1
410,297,1,2026-08-02,1,1
411,297,4,2026-08-02,2,1
412,297,2,2026-08-02,3,1
413,2349,1,2026-08-02,1,1
414,301,1,2026-08-02,1,1
415,307,4,2026-08-02,1,1
416,307,1,2026-08-02,2,1
417,307,2,2026-08-02,3,1
418,2360,1,2026-08-02,1,1
419,2360,4,2026-08-02,2,1
420,2360,3,2026-08-02,3,1
421,2368,1,2026-08-02,1,1
422,2368,4,2026-08-02,2,1
423,2378,2,2026-08-02,1,1
424,2378,3,2026-08-02,2,1
425,2378,1,2026-08-02,3,1
426,330,1,2026-08-02,1,1
427,2381,1,2026-08-02,1,0
428,2391,1,2026-08-02,1,0
429,2392,1,2026-08-02,1,1
430,350,1,2026-08-02,1,0
431,350,4,2026-08-02,2,0
432,350,3,2026-08-02,3,0
433,351,1,2026-08-02,1,0
434,2400,2,2026-08-02,1,0
435,2400,1,2026-08-02,2,0
436,2402,2,2026-08-02,1,0
437,2402,4,2026-08-02,2,0
438,2402,1,2026-08-02,3,0
439,2408,2,2026-08-02,1,1
440,2408,4,2026-08-02,2,1
441,2408,1,2026-08-02,3,1
442,360,1,2026-08-02,1,0
443,2424,1,2026-08-02,1,0
444,378,1,2026-08-02,1,1
445,379,1,2026-08-02,1,0
446,379,3,2026-08-02,2,0
447,379,2,2026-08-02,3,0
448,2428,4,2026-08-02,1,1
449,2428,1,2026-08-02,2,1
450,2428,2,2026-08-02,3,1
451,385,2,2026-08-02,1,0
452,385,1,2026-08-02,2,0
453,385,4,2026-08-02,3,0
454,2435,2,2026-08-02,1,1
455,2435,1,2026-08-02,2,1
456,2435,3,2026-08-02,3,1
457,388,1,2026-08-02,1,1
458,2439,1,2026-08-02,1,0
459,400,1,2026-08-02,1,0
460,2451,2,2026-08-02,1,0
461,2451,1,2026-08-02,2,0
462,2451,3,2026-08-02,3,0
463,404,3,2026-08-02,1,1
464,404,1,2026-08-02,2,1
465,404,2,2026-08-02,3,1
466,406,2,2026-08-02,1,0
467,406,4,2026-08-02,2,0
468,406,1,2026-08-02,3,0
469,410,3,2026-08-02,1,0
470,410,1,2026-08-02,2,0
471,410,2,2026-08-02,3,0
472,410,4,2026-08-02,4,0
473,411,4,2026-08-02,1,0
474,411,2,2026-08-02,2,0
475,411,1,2026-08-02,3,0
476,412,4,2026-08-02,1,0
477,412,1,2026-08-02,2,0
478,412,3,2026-08-02,3,0
479,413,1,2026-08-02,1,1
480,2463,1,2026-08-02,1,1
481,2463,2,2026-08-02,2,1
482,2463,4,2026-08-02,3,1
483,2463,3,2026-08-02,4,1
484,2467,1,2026-08-02,1,1
485,429,2,2026-08-02,1,1
486,429,1,2026-08-02,2,1
487,430,2,2026-08-02,1,0
488,430,3,2026-08-02,2,0
489,430,1,2026-08-02,3,0
490,2485,1,2026-08-02,1,0
491,2489,3,2026-08-02,1,1
492,2489,1,2026-08-02,2,1
493,443,1,2026-08-02,1,0
494,2492,1,2026-08-02,1,1
495,2493,1,2026-08-02,1,1
496,2500,1,2026-08-02,1,1
497,2500,3,2026-08-02,2,1
498,2500,2,2026-08-02,3,1
499,2500,4,2026-08-02,4,1
500,454,4,2026-08-02,1,0
501,454,1,2026-08-02,2,0
502,454,3,2026-08-02,3,0
503,2507,1,2026-08-02,1,0
504,2518,1,2026-08-02,1,0
505,471,4,2026-08-02,1,0
506,471,1,2026-08-02,2,0
507,471,3,2026-08-02,3,0
508,472,1,2026-08-02,1,0
509,472,2,2026-08-02,2,0
510,472,3,2026-08-02,3,0
511,474,1,2026-08-02,1,1
512,474,3,2026-08-02,2,1
513,474,2,2026-08-02,3,1
514,2522,1,2026-08-02,1,1
515,478,3,2026-08-02,1,0
516,478,1,2026-08-02,2,0
517,478,2,2026-08-02,3,0
518,2529,4,2026-08-02,1,0
519,2529,1,2026-08-02,2,0
520,2529,2,2026-08-02,3,0
521,2532,1,2026-08-02,1,0
522,2542,1,2026-08-02,1,0
523,2542,3,2026-08-02,2,0
524,2550,2,2026-08-02,1,1
525,2550,4,2026-08-02,2,1
526,2550,1,2026-08-02,3,1
527,2552,1,2026-08-02,1,1
528,507,1,2026-08-02,1,1
529,2558,3,2026-08-02,1,1
530,2558,2,2026-08-02,2,1
531,2558,1,2026-08-02,3,1
532,2558,4,2026-08-02,4,1
533,2560,1,2026-08-02,1,0
534,2569,2,2026-08-02,1,0
535,2569,3,2026-08-02,2,0
536,2569,1,2026-08-02,3,0
537,524,1,2026-08-02,1,1
538,2575,1,2026-08-02,1,1
539,532,1,2026-08-02,1,0
540,532,2,2026-08-02,2,0
541,532,3,2026-08-02,3,0
542,2591,3,2026-08-02,1,0
543,2591,1,2026-08-02,2,0
544,2591,2,2026-08-02,3,0
545,2592,1,2026-08-02,1,0
546,2592,2,2026-08-02,2,0
547,2592,3,2026-08-02,3,0
548,551,4,2026-08-02,1,0
549,551,2,2026-08-02,2,0
550,551,3,2026-08-02,3,0
551,551,1,2026-08-02,4,0
552,2605,3,2026-08-02,1,0
553,2605,1,2026-08-02,2,0
554,2605,2,2026-08-02,3,0
555,2609,4,2026-08-02,1,0
556,2609,1,2026-08-02,2,0
557,2609,3,2026-08-02,3,0
558,2614,1,2026-08-02,1,1
559,2622,1,2026-08-02,1,0
560,2625,1,2026-08-02,1,1
561,2625,2,2026-08-02,2,1
562,2625,4,2026-08-02,3,1
563,578,1,2026-08-02,1,1
564,2634,1,2026-08-02,1,0
565,2634,2,2026-08-02,2,0
566,2641,2,2026-08-02,1,0
567,2641,1,2026-08-02,2,0
568,2641,3,2026-08-02,3,0
569,2648,1,2026-08-02,1,0
570,2648,3,2026-08-02,2,0
571,2648,2,2026-08-02,3,0
572,600,1,2026-08-02,1,1
573,2653,1,2026-08-02,1,1
574,2653,2,2026-08-02,2,1
575,2657,3,2026-08-02,1,1
576,2657,2,2026-08-02,2,1
577,2657,1,2026-08-02,3,1
578,2662,2,2026-08-02,1,0
579,2662,3,2026-08-02,2,0
580,2662,1,2026-08-02,3,0
581,625,1,2026-08-02,1,0
582,625,3,2026-08-02,2,0
583,625,2,2026-08-02,3,0
584,629,1,2026-08-02,1,1
585,629,4,2026-08-02,2,1
586,629,3,2026-08-02,3,1
587,2679,2,2026-08-02,1,0
588,2679,3,2026-08-02,2,0
589,2679,1,2026-08-02,3,0
590,2680,4,2026-08-02,1,0
591,2680,1,2026-08-02,2,0
592,2680,2,2026-08-02,3,0
593,2680,3,2026-08-02,4,0
594,633,1,2026-08-02,1,0
595,633,3,2026-08-02,2,0
596,633,4,2026-08-02,3,0
597,637,1,2026-08-02,1,1
598,2693,1,2026-08-02,1,0
599,648,3,2026-08-02,1,0
600,648,2,2026-08-02,2,0
601,648,1,2026-08-02,3,0
602,653,1,2026-08-02,1,1
603,659,4,2026-08-02,1,1
604,659,3,2026-08-02,2,1
605,659,1,2026-08-02,3,1
606,659,2,2026-08-02,4,1
607,2713,1,2026-08-02,1,0
608,2717,1,2026-08-02,1,0
609,2717,3,2026-08-02,2,0
610,2717,4,2026-08-02,3,0
611,671,3,2026-08-02,1,0
612,671,2,2026-08-02,2,0
613,671,4,2026-08-02,3,0
614,671,1,2026-08-02,4,0
615,676,3,2026-08-02,1,1
616,676,4,2026-08-02,2,1
617,676,1,2026-08-02,3,1
618,2728,1,2026-08-02,1,0
619,683,1,2026-08-02,1,0
620,690,3,2026-08-02,1,1
621,690,1,2026-08-02,2,1
622,2741,1,2026-08-02,1,1
623,2746,1,2026-08-02,1,0
624,701,3,2026-08-02,1,0
625,701,2,2026-08-02,2,0
626,701,4,2026-08-02,3,0
627,701,1,2026-08-02,4,0
628,2754,1,2026-08-02,1,1
629,710,2,2026-08-02,1,0
630,710,1,2026-08-02,2,0
631,710,4,2026-08-02,3,0
632,2767,1,2026-08-02,1,0
633,2767,3,2026-08-02,2,0
634,2767,2,2026-08-02,3,0
635,2767,4,2026-08-02,4,0
636,723,1,2026-08-02,1,0
637,2781,4,2026-08-02,1,0
638,2781,3,2026-08-02,2,0
639,2781,2,2026-08-02,3,0
640,2781,1,2026-08-02,4,0
641,2786,1,2026-08-02,1,1
642,2786,2,2026-08-02,2,1
643,2786,3,2026-08-02,3,1
644,748,2,2026-08-02,1,0
645,748,3,2026-08-02,2,0
646,748,1,2026-08-02,3,0
647,748,4,2026-08-02,4,0
648,2806,3,2026-08-02,1,0
649,2806,2,2026-08-02,2,0
650,2806,1,2026-08-02,3,0
651,760,1,2026-08-02,1,1
652,760,3,2026-08-02,2,1
653,760,2,2026-08-02,3,1
654,760,4,2026-08-02,4,1
655,2816,3,2026-08-02,1,0
656,2816,1,2026-08-02,2,0
657,2816,4,2026-08-02,3,0
658,2821,1,2026-08-02,1,0
659,796,1,2026-08-02,1,1
660,800,1,2026-08-02,1,0
661,2860,1,2026-08-02,1,1
662,2860,3,2026-08-02,2,1
663,821,3,2026-08-02,1,0
664,821,1,2026-08-02,2,0
665,2874,1,2026-08-02,1,0
666,2876,1,2026-08-02,1,1
667,2878,1,2026-08-02,1,1
668,2889,1,2026-08-02,1,0
669,2890,1,2026-08-02,1,0
670,2890,2,2026-08-02,2,0
671,2890,3,2026-08-02,3,0
672,2902,1,2026-08-02,1,1
673,2902,4,2026-08-02,2,1
674,2902,3,2026-08-02,3,1
675,2907,2,2026-08-02,1,1
676,2907,1,2026-08-02,2,1
677,2907,4,2026-08-02,3,1
678,860,3,2026-08-02,1,0
679,860,2,2026-08-02,2,0
680,860,1,2026-08-02,3,0
681,864,1,2026-08-02,1,0
682,868,4,2026-08-02,1,0
683,868,2,2026-08-02,2,0
684,868,1,2026-08-02,3,0
685,868,3,2026-08-02,4,0
686,870,1,2026-08-02,1,0
687,870,4,2026-08-02,2,0
688,870,3,2026-08-02,3,0
689,2927,4,2026-08-02,1,0
690,2927,1,2026-08-02,2,0
691,2927,3,2026-08-02,3,0
692,2936,1,2026-08-02,1,1
693,2937,3,2026-08-02,1,1
694,2937,1,2026-08-02,2,1
695,2937,2,2026-08-02,3,1
696,2940,1,2026-08-02,1,1
697,2940,2,2026-08-02,2,1
698,2940,3,2026-08-02,3,1
699,2949,4,2026-08-02,1,1
700,2949,3,2026-08-02,2,1
701,2949,1,2026-08-02,3,1
702,902,3,2026-08-02,1,1
703,902,1,2026-08-02,2,1
704,902,4,2026-08-02,3,1
705,902,2,2026-08-02,4,1
706,2950,1,2026-08-02,1,1
707,2950,2,2026-08-02,2,1
708,2955,1,2026-08-02,1,1
709,909,2,2026-08-02,1,1
710,909,1,2026-08-02,2,1
711,909,4,2026-08-02,3,1
712,912,1,2026-08-02,1,1
713,2968,1,2026-08-02,1,0
714,2974,1,2026-08-02,1,1
715,2974,4,2026-08-02,2,1
716,2974,3,2026-08-02,3,1
717,2980,1,2026-08-02,1,0
718,934,1,2026-08-02,1,0
719,2983,4,2026-08-02,1,0
720,2983,1,2026-08-02,2,0
721,2983,2,2026-08-02,3,0
722,940,1,2026-08-02,1,0
723,940,2,2026-08-02,2,0
724,940,4,2026-08-02,3,0
725,2991,4,2026-08-02,1,0
726,2991,1,2026-08-02,2,0
727,2991,3,2026-08-02,3,0
728,950,1,2026-08-02,1,0
729,950,3,2026-08-02,2,0
730,2999,1,2026-08-02,1,1
731,2999,2,2026-08-02,2,1
732,2999,3,2026-08-02,3,1
733,3004,1,2026-08-02,1,0
734,3013,2,2026-08-02,1,1
735,3013,4,2026-08-02,2,1
736,3013,3,2026-08-02,3,1
737,3013,1,2026-08-02,4,1
738,965,1,2026-08-02,1,0
739,965,3,2026-08-02,2,0
740,965,4,2026-08-02,3,0
741,967,2,2026-08-02,1,1
742,967,1,2026-08-02,2,1
743,967,4,2026-08-02,3,1
744,3021,2,2026-08-02,1,1
745,3021,1,2026-08-02,2,1
746,3023,1,2026-08-02,1,0
747,3023,4,2026-08-02,2,0
748,3023,3,2026-08-02,3,0
749,975,1,2026-08-02,1,0
750,975,3,2026-08-02,2,0
751,975,4,2026-08-02,3,0
752,977,4,2026-08-02,1,0
753,977,1,2026-08-02,2,0
754,977,3,2026-08-02,3,0
755,3027,3,2026-08-02,1,1
756,3027,1,2026-08-02,2,1
757,3031,1,2026-08-02,1,0
758,3037,2,2026-08-02,1,0
759,3037,4,2026-08-02,2,0
760,3037,1,2026-08-02,3,0
761,3038,1,2026-08-02,1,1
762,993,1,2026-08-02,1,0
763,994,4,2026-08-02,1,0
764,994,3,2026-08-02,2,0
765,994,1,2026-08-02,3,0
766,3042,1,2026-08-02,1,0
767,1000,3,2026-08-02,1,1
768,1000,2,2026-08-02,2,1
769,1000,1,2026-08-02,3,1
770,3051,3,2026-08-02,1,0
771,3051,2,2026-08-02,2,0
772,3051,1,2026-08-02,3,0
773,3063,2,2026-08-02,1,1
774,3063,3,2026-08-02,2,1
775,3063,1,2026-08-02,3,1
776,3068,2,2026-08-02,1,1
777,3068,1,2026-08-02,2,1
778,3068,4,2026-08-02,3,1
779,3068,3,2026-08-02,4,1
780,3074,1,2026-08-02,1,1
781,1027,2,2026-08-02,1,0
782,1027,1,2026-08-02,2,0
783,1027,3,2026-08-02,3,0
784,3075,1,2026-08-02,1,1
785,3075,4,2026-08-02,2,1
786,3075,2,2026-08-02,3,1
787,3078,3,2026-08-02,1,1
788,3078,1,2026-08-02,2,1
789,3078,2,2026-08-02,3,1
790,3079,1,2026-08-02,1,0
791,3081,2,2026-08-02,1,1
